#Region,#State,#City,#Sales Method,#Product_Name,#Product_ID,#Discount,#Description,#Rating,#Reviews,#Right_Side_Img,#Sole_Img,#Left_Side_Img,#Top_Img,#Angle_Img,#Back_Side_Img,#Price_Amount,#Listing_Price_Amount,
West,California,San Francisco,Outlet,Nike Air Force 1 Shadow,CI0919-100,10,"Nike Sportswear's first collaboration by the Hatfield brothers, the Nike Air Max 90 FlyEase combines the timelessness of Tinker's original design with Tobie's FlyEase technology. The heel collapses when you step in then snaps back into place, providing quick, easy access to one of history's most iconic sneakers.",4,1,https://static.nike.com/a/images/t_PDP_1728_v1/i1-09628d72-74e6-4eb5-8f2c-5d9748e43866/air-max-90-flyease-shoe-Nc7xP2.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-dbbe4e5f-60a5-4047-b577-8bd2399085bf/air-max-90-flyease-shoe-Nc7xP2.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-7891c11b-75b4-480c-91a0-798378e747eb/air-max-90-flyease-shoe-Nc7xP2.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-97930196-db93-445e-9238-2c31ffa24d4f/air-max-90-flyease-shoe-Nc7xP2.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-e315e907-355b-4669-8683-65e6e960f156/air-max-90-flyease-shoe-Nc7xP2.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-3dcf70d9-39bb-4c0c-9ca4-1a11695f65c9/air-max-90-flyease-shoe-Nc7xP2.jpg,$9995,$0,
West,California,San Francisco,Outlet,Nike Air Max Verona,CK7200-800,10,The Nike Metcon 5 AMP arms you with stability for heavy lifting and traction for sprints during high-impact training. It combines breathability and durability to be your secret weapon in the gym.,5,2,https://static.nike.com/a/images/t_PDP_1728_v1/i1-fe8f87b9-e08a-4762-be12-4b50ddb5acbe/metcon-5-amp-training-shoe-bKGvzX.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-1bee9365-afba-48eb-9dff-0dd237153226/metcon-5-amp-training-shoe-bKGvzX.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-31709e11-536e-4d5f-a353-3b1ff341ee49/metcon-5-amp-training-shoe-bKGvzX.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-29da44a8-a67f-48fd-a9f6-714d95d3e4f7/metcon-5-amp-training-shoe-bKGvzX.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-ea12f3c5-50c1-4c76-b840-13c334c76069/metcon-5-amp-training-shoe-bKGvzX.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-6e0b73b0-079b-4b58-8c38-0a42e715fd1e/metcon-5-amp-training-shoe-bKGvzX.jpg,$11995,$0,
West,California,San Francisco,Outlet,Nike Air Tailwind 79,487754-303,10,"Drawing inspiration from the Monarch franchise, the Nike M2K Tekno combines real and synthetic leathers with textile for a layered look.",5,7,https://static.nike.com/a/images/t_PDP_1728_v1/y02mongv0ibbtqd65p7h/m2k-tekno-shoe-H0pjTb.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/npedynfh9jo1zaapd8sy/m2k-tekno-shoe-H0pjTb.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/zwef8qccs1lq277hll5o/m2k-tekno-shoe-H0pjTb.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/zhnkdm2jatx1yqf1duai/m2k-tekno-shoe-H0pjTb.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/vkecjhjtfgmoii8fifql/m2k-tekno-shoe-H0pjTb.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/hzpfogprkmrl7xysazs1/m2k-tekno-shoe-H0pjTb.jpg,$7197,$8995,
West,California,San Francisco,Outlet,Nike TiempoX Lunar Legend VII Pro TF,AH7249-118,10,"Designed for running but adopted by the street, the Nike Air VaporMax 2019 features the lightest, most flexible Air Max cushioning to date. A stretch woven material wraps your foot for lightweight support and stability, while an external reinforcement in the heel secures the back of your foot.",4,24,https://c.static-nike.com/a/images/t_PDP_1728_v1/vhkqfleqsr1arzdsajup/air-vapormax-2019-shoe-7382Lb.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/wudzyvmpj01ldzsvobey/air-vapormax-2019-shoe-7382Lb.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/yqnm1wyr6czaggwn6msm/air-vapormax-2019-shoe-7382Lb.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/zzr1k0vhtm87vyjkze9d/air-vapormax-2019-shoe-7382Lb.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/nzc109lsfwvyfpfci80a/air-vapormax-2019-shoe-7382Lb.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/uzy3gjywhl6ysb7hw6uk/air-vapormax-2019-shoe-7382Lb.jpg,$12797,$15995,
West,California,San Francisco,Outlet,Nike Air Max Plus III,CJ9684-001,10,The Nike React Element 55 Shoe borrows design lines from heritage runners like the Nike Internationalist and then places it all on Nike React technology.,4,31,https://c.static-nike.com/a/images/t_PDP_1728_v1/phtxk7gcbggxsczgyemw/react-element-55-shoe-N5lCTh.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/obskdsswigaq6u3eickq/react-element-55-shoe-N5lCTh.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/t6x24rrejxbqnobwowq2/react-element-55-shoe-N5lCTh.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/g39u38fldmgihc58ohxs/react-element-55-shoe-N5lCTh.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/zbgrzdzbnsufdekwwvw4/react-element-55-shoe-N5lCTh.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/i36oksftzqqbbljy5icl/react-element-55-shoe-N5lCTh.jpg,$7197,$11995,
West,California,San Francisco,Outlet,Nike Zoom 2K,AO0354-108,10,"The legend lives on in the Nike Air Force 1 '07 Men's Shoe, a modern take on the iconic AF-1 that blends classic style and fresh details.",5,2,https://static.nike.com/a/images/t_PDP_1728_v1/vddy0hfi3ok08gfel1vn/air-force-1-low-retro-shoe-05nKGx.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/lniblggjsmppcgxrjujf/air-force-1-low-retro-shoe-05nKGx.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/wc2woulkjbleosnt2w5d/air-force-1-low-retro-shoe-05nKGx.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ec9wy4erewjjgpl204tw/air-force-1-low-retro-shoe-05nKGx.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/u6ys2zrfi4ggm0safciu/air-force-1-low-retro-shoe-05nKGx.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/jm9u0di1eapik0rl7sso/air-force-1-low-retro-shoe-05nKGx.jpg,$10995,$0,
West,California,San Francisco,Outlet,Nike Zoom Pegasus Turbo 2,AT2863-100,10,"The NikeCourt Zoom Cage 3 offers zoned durability with a lightweight, pliable overlay that moves with you. A Zoom Air unit in the heel delivers a low-profile ride with responsive cushioning.",4,20,https://static.nike.com/a/images/t_PDP_1728_v1/wxdp81o8obk8kzq9pkqk/nikecourt-zoom-cage-3-hard-court-tennis-shoe-bnKNY8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/w2epflexitjnvs5ibi25/nikecourt-zoom-cage-3-hard-court-tennis-shoe-bnKNY8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/hvlmsadr0dygtmsqeocu/nikecourt-zoom-cage-3-hard-court-tennis-shoe-bnKNY8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/re11qyfe8pqc2pntpdqp/nikecourt-zoom-cage-3-hard-court-tennis-shoe-bnKNY8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/vjf48zktplvv826lg4fz/nikecourt-zoom-cage-3-hard-court-tennis-shoe-bnKNY8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ru5rxjt8iwaqjybvrurk/nikecourt-zoom-cage-3-hard-court-tennis-shoe-bnKNY8.jpg,$13495,$0,
Midwest,Illinois,Chicago,Outlet,Zoom Freak 1 'Employee of the Month',CD4962-001,10,"According to the four-year cycle of the Chinese zodiac, the year of the mouse represents growth. Through the folk-art tradition of Jianzhi (paper cutting), the Kyrie 6 'Chinese New Year' honours major breakthroughs in Nike innovation with a graphic on the tongue. A watercolour-themed print completes the art-inspired CNY theme.",5,1,https://static.nike.com/a/images/t_PDP_1728_v1/f8bf3e52-3481-4d68-92a9-99c57bcdec98/kyrie-6-ep-chinese-new-year-basketball-shoe-Cf9Fsg.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/42ea98cc-6235-4470-96eb-86a2643df661/kyrie-6-ep-chinese-new-year-basketball-shoe-Cf9Fsg.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/fd064e02-9ce8-43a6-9ff8-cb24751e0c43/kyrie-6-ep-chinese-new-year-basketball-shoe-Cf9Fsg.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/5a15b216-4d7c-413e-b11a-3624e39cab22/kyrie-6-ep-chinese-new-year-basketball-shoe-Cf9Fsg.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/6db4c35a-f025-4382-9d93-b59387739f44/kyrie-6-ep-chinese-new-year-basketball-shoe-Cf9Fsg.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/67c73be8-c62e-405b-99c1-fe153abf0e4a/kyrie-6-ep-chinese-new-year-basketball-shoe-Cf9Fsg.jpg,$10995,$0,
Midwest,Illinois,Chicago,Outlet,Nike ZoomX Vaporfly NEXT%,AO4568-600,10,"Players who go all out, every play, in every game deserve something special for their effort. The Nike Fly.By Mid provides court-ready cushioning, support and traction for the game's constant multi-directional movements.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/4ff2d8a2-1938-4fc5-8639-b747f984f1da/flyby-mid-basketball-shoe-Q2Gp58.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/3ee5bdfe-384a-4617-9b3b-8f4be0592822/flyby-mid-basketball-shoe-Q2Gp58.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e051bdea-9da8-42e6-8837-d571f6699005/flyby-mid-basketball-shoe-Q2Gp58.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/5ad557c8-3360-4187-b7dc-004e868ae9b8/flyby-mid-basketball-shoe-Q2Gp58.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/35bf8a87-210b-4ede-bb8a-5299abc945c5/flyby-mid-basketball-shoe-Q2Gp58.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/6d266e0b-c66d-4cc9-917d-7a073a2298f0/flyby-mid-basketball-shoe-Q2Gp58.jpg,$4495,$0,
Midwest,Illinois,Chicago,Outlet,Nike SB Check,705265-006,10,"Kevin Durant always looks relaxed?until he attacks. His game is reserved yet explosive, difficult to guard and impossible to stop. The KD12 was built for his dominance and endless energy all game long, with the latest innovation in Nike Zoom Air technology.",5,1,https://static.nike.com/a/images/t_PDP_1728_v1/kusyfedqnkyqukvjvbl2/zoom-kd12-basketball-shoe-xdGvv6.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/gnyrztvsunbamvvqnjdy/zoom-kd12-basketball-shoe-xdGvv6.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i8ih09atqjorukiaduwp/zoom-kd12-basketball-shoe-xdGvv6.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/wfjfa8cnbnlxm4ybzvvt/zoom-kd12-basketball-shoe-xdGvv6.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/vbczyegjotq1dyltvvus/zoom-kd12-basketball-shoe-xdGvv6.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/yxysvcyirhwcv1h0v0wx/zoom-kd12-basketball-shoe-xdGvv6.jpg,$12995,$0,
Midwest,Illinois,Chicago,Outlet,Nike Free RN Flyknit 3.0 2020,CJ0266-001,10,"Building on the 360-degree Flyknit innovation of the 12, the Nike Mercurial Vapor 13 Elite SE FG adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help supercharge traction.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/gusclobq2h8gdlp4vvnb/mercurial-vapor-13-elite-se-fg-football-boot-XDNvKq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/zankg4bfh6n99mcke2gy/mercurial-vapor-13-elite-se-fg-football-boot-XDNvKq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/x40fm1aoqzaxmxheaoat/mercurial-vapor-13-elite-se-fg-football-boot-XDNvKq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ejuqwh4nvhsskpwqnup7/mercurial-vapor-13-elite-se-fg-football-boot-XDNvKq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e7eckbq3ptrzdla2luqv/mercurial-vapor-13-elite-se-fg-football-boot-XDNvKq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/zpp1yzhh4h7iav50jnyb/mercurial-vapor-13-elite-se-fg-football-boot-XDNvKq.jpg,$21995,$0,
Midwest,Illinois,Chicago,Outlet,Nike Air Zoom Structure 22,AA1636-406,10,"The Nike Epic React Flyknit 2 takes a step up from its predecessor with smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design. Underfoot, durable Nike React technology defies the odds by being both soft and responsive, for comfort that lasts as long as you can run.",5,72,https://static.nike.com/a/images/t_PDP_1728_v1/akktdiniehnrjqoibfaw/epic-react-flyknit-2-running-shoe-ShRZnm.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/siq0m4beycbxyeinzpjm/epic-react-flyknit-2-running-shoe-ShRZnm.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/zklhrud6p6slldo5apm4/epic-react-flyknit-2-running-shoe-ShRZnm.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/lu7e31tsyhwnjdttugqe/epic-react-flyknit-2-running-shoe-ShRZnm.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/s73xdgtfdndjlnixzng2/epic-react-flyknit-2-running-shoe-ShRZnm.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/vtvjbisl60lycovzgjll/epic-react-flyknit-2-running-shoe-ShRZnm.jpg,$10397,$12995,
Midwest,Illinois,Chicago,Outlet,Nike Drop-Type Mid,BQ5190-101,10,"Disrupt the universe in your Nike MX-720-818. Featuring materials inspired by spacesuits and quilted stitching on the upper, it takes the largest Air unit to date and blends it with the futuristic look of the final frontier. Mesh on the upper keeps your feet cool while the clear sole features the black and grey reminiscent of deep space.",4,1,https://static.nike.com/a/images/t_PDP_1728_v1/0440fbf3-f4e4-4982-9df7-4eb3d13b48cc/mx-720-818-shoe-2WZpnW.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/0c064e7f-1b04-4771-b65e-27b0c28ff866/mx-720-818-shoe-2WZpnW.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/24578d4a-742b-4688-87f1-e88b857b29d7/mx-720-818-shoe-2WZpnW.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/1b31eef8-d2aa-46f2-a03c-03de936ad5f7/mx-720-818-shoe-2WZpnW.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/3e142ec6-388e-4028-9c38-1fa2ccf79dba/mx-720-818-shoe-2WZpnW.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/64ca7941-531c-4350-aeef-b98fa359db47/mx-720-818-shoe-2WZpnW.jpg,$15995,$0,
Midwest,Illinois,Chicago,Outlet,Nike iSPA React,CT2692-002,10,"The Nike Air Streak Lite puts minimalist style back into the spotlight. Originally created by Nike's first Japanese creation team in 1995, this lightweight, sleek silhouette pushes footwear to a different space.",5,1,https://static.nike.com/a/images/t_PDP_1728_v1/696de577-0ebb-4ca5-a7d9-98d8925a645a/air-streak-lite-shoe-7JMz8b.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/698a50fb-179d-44ba-9be5-d303ea2ae0d6/air-streak-lite-shoe-7JMz8b.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/5bf2f01c-43e7-4c27-ab3b-f48cd7805eda/air-streak-lite-shoe-7JMz8b.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/289f956e-6e9c-419e-b97d-7c67b0419c7a/air-streak-lite-shoe-7JMz8b.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/6b050505-98aa-4f95-b13e-dfb415682b32/air-streak-lite-shoe-7JMz8b.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/06224589-6785-48a9-9ebd-d76771c6070a/air-streak-lite-shoe-7JMz8b.jpg,$8995,$0,
Midwest,Illinois,Chicago,Outlet,Nike PhantomVNM Club FG,AO0577-717,10,"The Nike SB Zoom Stefan Janoski Canvas RM Premium pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible outsole for better boardfeel right out of the box.",1,1,https://static.nike.com/a/images/t_PDP_1728_v1/i1-7dcf1fa3-97fd-4c60-a5c4-502ae6085d8b/sb-zoom-stefan-janoski-canvas-rm-skate-shoe-sFZ8Vh.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-e017de88-c995-440b-983e-0e244a1ea241/sb-zoom-stefan-janoski-canvas-rm-skate-shoe-sFZ8Vh.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-5a32e22e-0a2f-44bd-90bd-d3d73a5f343c/sb-zoom-stefan-janoski-canvas-rm-skate-shoe-sFZ8Vh.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-469decff-a8a4-4bc5-91da-d1b2036fa3c7/sb-zoom-stefan-janoski-canvas-rm-skate-shoe-sFZ8Vh.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-850090d6-8bfa-431c-9caf-7d004901a4cb/sb-zoom-stefan-janoski-canvas-rm-skate-shoe-sFZ8Vh.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-e78c12ca-3ccf-4c48-a144-65fedc87d771/sb-zoom-stefan-janoski-canvas-rm-skate-shoe-sFZ8Vh.jpg,$7995,$0,
Midwest,Illinois,Chicago,Outlet,Nike Air Max 90,CU3005-171,10,"The Nike Air VaporMax LX wraps your foot in a stretch-woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/fkp2sigtwsqsrfe5krhh/air-vapormax-lx-shoe-G4Jb4V.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/eq8egt1tvhbycawoqbc3/air-vapormax-lx-shoe-G4Jb4V.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/akqucbvc2phcqjkahxmy/air-vapormax-lx-shoe-G4Jb4V.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/csupxgxo5muoutmajiqb/air-vapormax-lx-shoe-G4Jb4V.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/lydovyfucw5iwrddlcgy/air-vapormax-lx-shoe-G4Jb4V.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/wfw6jq5wx0dgumgcdtmj/air-vapormax-lx-shoe-G4Jb4V.jpg,$11897,$16995,
Midwest,Illinois,Chicago,Outlet,NikeCourt Air Zoom Zero,AA8018-101,10,"The Nike Wildhorse 6 keeps it stable, secure and lightweight on the trail. An updated outsole delivers the traction you need, while a foam midsole keeps you cushioned on your run.",5,3,https://static.nike.com/a/images/t_PDP_1728_v1/i1-ad95894c-4dee-40ea-9812-556a1dc9782c/wildhorse-6-trail-running-shoe-VJg6nB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-8763db1d-1d0c-414d-84fd-5d73d84f2395/wildhorse-6-trail-running-shoe-VJg6nB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-2f0ed6f4-9ef3-41a8-974c-0069e5ab261b/wildhorse-6-trail-running-shoe-VJg6nB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-fbe1288b-f9e1-493e-b055-9b91edd770ae/wildhorse-6-trail-running-shoe-VJg6nB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-9bce6ea4-9128-4776-917c-8d1ca6d35fdc/wildhorse-6-trail-running-shoe-VJg6nB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-94561130-6339-4255-8655-6389278cbb4c/wildhorse-6-trail-running-shoe-VJg6nB.jpg,$9995,$0,
South,Texas,Dallas,Outlet,Kyrie 6 EP,BQ4631-100,10,"The quicker players are in and out of cuts, the easier it is to keep the defence off balance. The Nike Precision 4 combines a racer look with a low-profile design, so you can make the most of your speed and agility during games.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/85e0515d-fc8a-4ee0-9132-4db18fdc9a9f/precision-4-basketball-shoe-JVhRs8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e1719d63-0d21-4873-8833-842d0b1e9840/precision-4-basketball-shoe-JVhRs8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e522d367-abcf-4f97-a224-bbba83f72148/precision-4-basketball-shoe-JVhRs8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/a05b2dff-96b5-4a89-898f-0b23bf6421fb/precision-4-basketball-shoe-JVhRs8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/89708b68-925f-40c6-ad76-9c7dda8a9e31/precision-4-basketball-shoe-JVhRs8.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dd45874a-9d38-4a28-8927-284ab791da2f/precision-4-basketball-shoe-JVhRs8.jpg,$5495,$0,
South,Texas,Dallas,Outlet,Nike Air Force 1 Shadow,CI0919-100,10,"Inspired by patterns of energy radiating from Earth?like the flow of lava and the rhythmic ocean waves?the Nike Air Max 200 boasts the largest Max Air unit to date. With exceptional cushioning and modern detailing, this shoe radiates cool while providing optimal comfort.",5,16,https://static.nike.com/a/images/t_PDP_1728_v1/u0tejnk8qwmsklmwv9no/air-max-200-shoe-s3wL1Q.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ierzynlykd5ef23fngjx/air-max-200-shoe-s3wL1Q.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/mi2fajio8mlrngbl3ibg/air-max-200-shoe-s3wL1Q.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/wx5m5xvsozyb8ddpzwji/air-max-200-shoe-s3wL1Q.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/nz2h1j77exlhftgc2kfh/air-max-200-shoe-s3wL1Q.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/vbzrvewxnesfoofkrmk3/air-max-200-shoe-s3wL1Q.jpg,$5997,$9995,
South,Texas,Dallas,Outlet,Nike Air Max Tailwind IV,AQ2567-002,10,"Made from durable nylon canvas and synthetic leather, the Nike SFB Gen 2 20cm (approx.) is a lightweight tactical boot designed for speed and flexibility over rough terrain. Inspired by Nike Free technology, the flexible sole is equipped with an aggressive traction pattern for multi-surface grip and an internal rock shield to help prevent punctures.",4,15,https://static.nike.com/a/images/t_PDP_1728_v1/ygil7q2pr3ncwexcs9fd/sfb-gen-2-20cm-tactical-boot-QpCknd.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/u2mlh4gakvmhppevuoby/sfb-gen-2-20cm-tactical-boot-QpCknd.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/h0o7ohtvfdkqwakdpnri/sfb-gen-2-20cm-tactical-boot-QpCknd.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/vyeh6bjg5eifzxnvbpl7/sfb-gen-2-20cm-tactical-boot-QpCknd.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/oyzlmuxyivqnfshmd6yb/sfb-gen-2-20cm-tactical-boot-QpCknd.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/woyzzdd0phrvqvzdopxu/sfb-gen-2-20cm-tactical-boot-QpCknd.jpg,$13995,$0,
South,Texas,Dallas,Outlet,Nike Potential 3,844127-108,10,"The Nike SB Alleyoop delivers comfort that lasts in a low-top silhouette. Soft suede and plush foam hug and support your foot, long after the sun goes down.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/uuksuuo9jvravohynlvo/sb-alleyoop-skate-shoe-d7G7HK.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/mnjl48912ccrwic9lxea/sb-alleyoop-skate-shoe-d7G7HK.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/jvz8h8meyyrakviwn39l/sb-alleyoop-skate-shoe-d7G7HK.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/np3m9cg2jcqqlpwhkkul/sb-alleyoop-skate-shoe-d7G7HK.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/bpzmsy20ctjyj3nwecfv/sb-alleyoop-skate-shoe-d7G7HK.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/fla5c3jyrr7rsyquiwjm/sb-alleyoop-skate-shoe-d7G7HK.jpg,$6495,$0,
South,Texas,Dallas,Outlet,Nike Mercurial Vapor 13 Academy IC,AT7993-414,10,"Bounce like never before in the Zoom Rise, Nike Basketball's artfully crafted creation for the upwardly mobile. This mid-top provides containment and support up through the ankle, while an extra-large Nike Zoom Air unit under the ball of your foot redefines how responsive a shoe can be.",4,2,https://static.nike.com/a/images/t_PDP_1728_v1/atlpsqutgb0hjmljpxce/zoom-rise-basketball-shoe-xJvCBl.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ea93mbmk0xvebcc6ypyh/zoom-rise-basketball-shoe-xJvCBl.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dne2zoffa3hoe7vfnnll/zoom-rise-basketball-shoe-xJvCBl.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/xba8jfzinei8p0qnrofn/zoom-rise-basketball-shoe-xJvCBl.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/bualxvpo1rzckrnhaemt/zoom-rise-basketball-shoe-xJvCBl.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/oblhxxx7z0wqxva9i7vk/zoom-rise-basketball-shoe-xJvCBl.jpg,$8397,$11995,
South,Texas,Dallas,Outlet,Nike x Olivia Kim Air Max 98,CK3309-001,10,"The Nike Phantom Vision Academy Dynamic Fit IC provides precise touch to win small-sided glory, wherever the game finds you. A Ghost Laces system provides secure lockdown while a textured instep is always ready to receive, turn and score.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/vs2mwxtoid8iahwm1hv8/phantom-vision-academy-dynamic-fit-ic-indoor-court-football-shoe-8mKMTv.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/gnf2uimbiwwmgmu5wwxy/phantom-vision-academy-dynamic-fit-ic-indoor-court-football-shoe-8mKMTv.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/jrx96x2xeapocbhgpcln/phantom-vision-academy-dynamic-fit-ic-indoor-court-football-shoe-8mKMTv.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/xkehd3hakrcstzlvoel5/phantom-vision-academy-dynamic-fit-ic-indoor-court-football-shoe-8mKMTv.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/sxpo6vbvfxgip7d2jovh/phantom-vision-academy-dynamic-fit-ic-indoor-court-football-shoe-8mKMTv.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dbfl758kxmuj2opeesyg/phantom-vision-academy-dynamic-fit-ic-indoor-court-football-shoe-8mKMTv.jpg,$6797,$8495,
